-0.027841555	0.0044875583	0.03407033	0.013034553	-0.09298213	-0.07327733	-0.042781115	0.09360255	-0.03741394	0.041548166	-0.014057863	-0.015367549	0.04269257	-0.04010893	0.058865365	-0.018175518
-0.111373484	-0.025395129	0.13264185	0.108556464	-0.15555285	-0.1616939	-0.11997987	0.1205978	-0.05798086	0.05684732	0.042930827	-0.11687438	0.1475588	-0.026643598	-0.0395673	-0.067548305
-0.09577348	0.05443829	0.11107406	0.13995816	-0.22767477	-0.23065932	-0.2476598	0.18759735	-0.16278604	0.1371217	0.10397169	-0.17839463	0.29279065	-0.08571414	-0.061992694	-0.14701827
0.3993085	-0.26104158	-0.3098003	-0.32646254	0.47553316	0.3617955	0.5705555	-0.36297405	0.49773347	-0.41525906	-0.23726812	0.44443664	-0.52808344	0.22163537	0.33257726	0.451358
0.02131231	-0.07365143	-0.03949844	-0.05223445	0.021705968	-0.021375244	0.06376334	-0.01753217	0.04933462	-0.06505746	0.009423757	0.06438388	0.0075121913	0.06841367	-0.01954928	0.06715111
-0.018764853	0.0043012653	0.06245414	0.077335455	-0.09599042	-0.07097765	-0.061024267	0.013497361	0.0060220463	0.005377432	0.1113649	-0.0975014	0.12059661	0.03761184	-0.061211385	-0.087906756
0.3715715	-0.3457961	-0.28598034	-0.32336995	0.4717709	0.3448993	0.5615794	-0.3718774	0.5005492	-0.44752413	-0.2623426	0.45726258	-0.51356286	0.1618858	0.26490676	0.44254363
-0.008799764	-0.021123974	0.013132846	0.0415928	-0.0954988	-0.09829951	-0.056951873	0.034835193	-0.020132283	0.07285	0.03819513	-0.004878877	0.08040626	0.08801043	-0.090609685	-0.031075072
0.37127	-0.28504595	-0.31858245	-0.34081206	0.3951824	0.35463783	0.47655532	-0.4309178	0.3809026	-0.3629769	-0.21425775	0.42083305	-0.42223108	0.14312592	0.28500924	0.38725302
0.028873678	-0.009620107	0.034553252	-0.0020867058	-0.04467006	-0.011364001	-0.063649446	0.03156407	0.04737131	0.02025459	0.033295944	0.0380759	0.052458048	-0.042350136	0.013407359	-0.061097458
0.41408035	-0.3278115	-0.32494888	-0.29623267	0.46796033	0.3684865	0.52873373	-0.38119859	0.44516462	-0.46664327	-0.31747103	0.45809695	-0.489065	0.13441284	0.26591763	0.44772622
-0.07724788	0.018443665	0.13255034	0.13124184	-0.12530676	-0.12442299	-0.12796639	0.09441028	-0.09126548	0.15175442	0.035446964	-0.15937212	0.11460228	-0.07911613	-0.00883226	-0.13433066
0.21366978	-0.16524842	-0.19876803	-0.14148408	0.22679509	0.17265803	0.3083462	-0.1998325	0.302184	-0.24297866	-0.13669541	0.24099363	-0.26994282	0.16906473	0.13749625	0.21069841
-0.26383412	0.1912022	0.28189254	0.26994976	-0.32560492	-0.44430053	-0.38569224	0.4091353	-0.39243382	0.33796197	0.2184667	-0.33603048	0.45719853	0.024036352	-0.23657903	-0.33416298
0.008973836	0.051038586	0.017397616	0.05841639	-0.08429332	-0.09007785	0.018462606	0.050692044	-0.071995184	0.016366566	0.01455527	-0.017619591	0.034596767	0.04729426	0.020986607	-0.076947555
-0.011934107	-0.04139151	-0.052160814	-0.038143132	-0.020313336	0.05530465	-0.015999801	-0.018526614	0.05906888	0.006105543	-0.012729127	-0.026437389	0.036871992	-0.024079371	0.0016394146	-0.019429391
-0.04303788	-0.0200375	0.045744117	0.08244242	-0.048429206	-0.070805855	-0.07103691	0.023967154	-0.013074085	0.023363704	0.08426025	-0.075501725	0.06057486	0.09991073	-0.09183231	-0.035497904
0.11408667	-0.024958508	0.0047332654	-0.08642857	0.09047366	0.08536848	0.19804744	-0.1318716	0.085733935	-0.08257031	0.05486411	0.12451719	-0.13385575	0.26227897	0.009532107	0.11372323
0.04552268	-0.10178473	-0.011477529	-0.04051362	-0.036822774	-0.012458807	-0.033952065	-0.023811597	0.034945805	-0.012924566	-0.022512814	0.040456217	0.11629633	-0.1853931	0.019516	-0.03126258
0.24574047	-0.190701	-0.29029265	-0.25375935	0.23457822	0.21960591	0.30140543	-0.21760139	0.29107487	-0.3003759	-0.1700901	0.31228995	-0.2811987	-0.02528633	0.2016562	0.2814408
0.10522201	-0.018669713	-0.13512364	-0.05067841	0.1250105	0.08199592	0.08411875	-0.13978685	0.021776887	-0.0352928	-0.1160698	0.087458245	-0.13691859	-0.09716093	0.088514335	0.08640406
-0.0030771347	0.010305115	0.027319917	-0.013967972	-0.049841873	-0.09152436	0.022399804	0.040764447	-0.0137560135	-0.02031393	0.04452571	-0.0424272	0.083340734	0.0056482577	-0.07600543	0.02497746
